"","pl_names","pl_effects","pl_pval","sample","support_indices","support_category"
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS333","(Info Hubs, Slopes (All), SMS (All))",4.56461293617288,0.000365695225521009,33,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS333","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.219026409156103,0.840115456521258,33,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS334","(No Seeds, High Slopes, SMS (All))",3.85442957755294,0.0423698794168469,34,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS334","(Trusted Seeds, High Slope, SMS (All))",3.50048561150225,0.0140521606105084,34,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS334","(Info Hubs, Slopes (All), SMS (All))",4.57790827027405,0.00142458740114427,34,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS334","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.0383512194417783,0.95101898025259,34,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS335","(No Seeds, High Slopes, SMS (All))",1.97254102297895,0.202502417383761,35,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS335","(Trusted Seeds, High Slope, SMS (All))",2.97699477673514,0.0296390011816205,35,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS335","(Info Hubs, Slopes (All), SMS (All))",4.37629608189101,0.00261433252247525,35,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS335","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.29041346367932,0.725161392335967,35,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS336","(No Seeds, High Slopes, SMS (All))",2.1288146016838,0.211173728584585,36,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS336","(Trusted Seeds, High Slope, SMS (All))",3.8599178333667,0.00286126023178211,36,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS336","(Info Hubs, Slopes (All), SMS (All))",3.96119828076455,0.00299163192366076,36,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS336","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.654865780933316,0.441866004610089,36,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS337","(No Seeds, High Slopes, SMS (All))",2.67100953456738,0.183173314483276,37,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS337","(Trusted Seeds, High Slope, SMS (All))",2.91080855384536,0.0301780377879303,37,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS337","(Info Hubs, Slopes (All), SMS (All))",4.4937625521663,0.00430960064151887,37,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS337","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.479152847313717,0.457136082396056,37,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS338","(No Seeds, High Slopes, SMS (All))",2.1232087675579,0.206938489379621,38,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS338","(Trusted Seeds, High Slope, SMS (All))",3.22441033186648,0.0293989938270102,38,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS338","(Info Hubs, Slopes (All), SMS (All))",4.40123927115796,0.000109293492584448,38,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS338","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.121804444050467,0.883079948410033,38,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS339","(No Seeds, High Slopes, SMS (All))",2.79010408886569,0.103866442415883,39,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS339","(Trusted Seeds, High Slope, SMS (All))",3.3930656521975,0.0209841406934715,39,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS339","(Info Hubs, Slopes (All), SMS (All))",3.3206071653845,0.000550485158732511,39,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS339","(Trusted Info Hubs, Slopes (All), SMS (All))",0.00529232379993409,0.995108089591384,39,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS340","(No Seeds, High Slopes, SMS (All))",2.54793873637652,0.151468172609433,40,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS340","(Trusted Seeds, High Slope, SMS (All))",3.98095671940372,0.00198104262231133,40,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS340","(Info Hubs, Slopes (All), SMS (All))",3.6730702695974,0.00349541457159966,40,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS340","(Trusted Info Hubs, Slopes (All), SMS (All))",0.32214094784826,0.693228786668437,40,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS341","(No Seeds, High Slopes, SMS (All))",2.68290156454908,0.0937193951628993,41,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS341","(Trusted Seeds, High Slope, SMS (All))",4.33705082363559,0.00291305160151108,41,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS341","(Info Hubs, Slopes (All), SMS (All))",3.92267946359133,0.000624026595822159,41,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS341","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.591932376969724,0.398720200906329,41,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS342","(No Seeds, High Slopes, SMS (All))",1.64938813601964,0.189788298238539,42,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS342","(Trusted Seeds, High Slope, SMS (All))",3.95704814761259,0.0183545317558273,42,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS342","(Info Hubs, Slopes (All), SMS (All))",3.98648359606063,0.000586117326288736,42,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS342","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.805014557446324,0.23212339149241,42,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS343","(No Seeds, High Slopes, SMS (All))",3.34487941229665,0.174074922135974,43,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS343","(Trusted Seeds, High Slope, SMS (All))",4.40834103615524,0.000452789344248596,43,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS343","(Info Hubs, Slopes (All), SMS (All))",3.6527752830405,0.00344013534822665,43,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS343","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.644971536087366,0.38212912459882,43,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS344","(No Seeds, High Slopes, SMS (All))",4.07127788916108,0.139553195192957,44,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS344","(Trusted Seeds, High Slope, SMS (All))",3.33133803458378,0.00663984879804209,44,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS344","(Info Hubs, Slopes (All), SMS (All))",5.25262023479311,0.000105417805624263,44,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS344","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.351134081129493,0.63916776598984,44,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS345","(No Seeds, High Slopes, SMS (All))",2.34952749823731,0.142472383715692,45,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS345","(Trusted Seeds, High Slope, SMS (All))",4.24624418846678,0.0238052033974465,45,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS345","(Info Hubs, Slopes (All), SMS (All))",4.31748895961428,0.000659818708289853,45,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS345","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.772651273359873,0.299821028755662,45,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS346","(No Seeds, High Slopes, SMS (All))",4.7427682916217,0.0515043268075848,46,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS346","(Trusted Seeds, High Slope, SMS (All))",3.45555971160023,0.00616892041889691,46,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS346","(Info Hubs, Slopes (All), SMS (All))",4.80001016027949,0.000760880091189135,46,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS346","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.44493041987768,0.577234130948178,46,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS347","(No Seeds, High Slopes, SMS (All))",2.38979002333441,0.192941656051205,47,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS347","(Trusted Seeds, High Slope, SMS (All))",3.23241685202297,0.0331354834410074,47,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS347","(Info Hubs, Slopes (All), SMS (All))",3.84643617719395,0.00489708267702953,47,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS347","(Trusted Info Hubs, Slopes (All), SMS (All))",0.106755552572495,0.900882648623935,47,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS348","(No Seeds, High Slopes, SMS (All))",1.82868710555163,0.205803802900172,48,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS348","(Trusted Seeds, High Slope, SMS (All))",4.00794423687996,0.0125967675652259,48,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS348","(Info Hubs, Slopes (All), SMS (All))",3.33593190261291,0.025976354724543,48,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS348","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.797658046761807,0.311837837839782,48,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS349","(No Seeds, High Slopes, SMS (All))",3.35996137875729,0.163971501721616,49,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS349","(Trusted Seeds, High Slope, SMS (All))",2.73765314520998,0.0583358347363864,49,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS349","(Info Hubs, Slopes (All), SMS (All))",2.96583751433976,0.0110117415791818,49,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS349","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.817592700594791,0.269466227881643,49,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS350","(No Seeds, High Slopes, SMS (All))",2.11892632902833,0.175270096126265,50,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS350","(Trusted Seeds, High Slope, SMS (All))",3.84041584841124,0.0058142997287277,50,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS350","(Info Hubs, Slopes (All), SMS (All))",4.01522185443293,0.00163391608565631,50,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS350","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.687617226053273,0.375925056524295,50,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS351","(No Seeds, High Slopes, SMS (All))",2.81958850423549,0.168123084820124,51,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS351","(Trusted Seeds, High Slope, SMS (All))",2.65712320191807,0.02703825716821,51,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS351","(Info Hubs, Slopes (All), SMS (All))",3.03243578481546,0.0219421672033505,51,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS351","(Trusted Info Hubs, Slopes (All), SMS (All))",-1.38998840987861,0.0641563157477097,51,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS352","(No Seeds, High Slopes, SMS (All))",3.38543691461455,0.0396701609207246,52,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS352","(Trusted Seeds, High Slope, SMS (All))",3.42840057073957,0.022713624477152,52,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS352","(Info Hubs, Slopes (All), SMS (All))",4.14991911262851,0.00104239520821174,52,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS352","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.916732544798865,0.151717964882926,52,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS353","(No Seeds, High Slopes, SMS (All))",3.22167294667777,0.044393704749095,53,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS353","(Trusted Seeds, High Slope, SMS (All))",2.7821519717167,0.0223781210498649,53,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS353","(Info Hubs, Slopes (All), SMS (All))",3.56203705495127,0.000992490088820509,53,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS353","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.848201260283027,0.307996108129922,53,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS354","(No Seeds, High Slopes, SMS (All))",2.16018207457541,0.208589959158127,54,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS354","(Trusted Seeds, High Slope, SMS (All))",3.14420724863869,0.0159960333970878,54,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS354","(Info Hubs, Slopes (All), SMS (All))",4.62846578463353,0.000432063844062896,54,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS354","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.445792536363765,0.601785393885278,54,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS355","(No Seeds, High Slopes, SMS (All))",2.11607677990122,0.189770764206654,55,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS355","(Trusted Seeds, High Slope, SMS (All))",3.21711363889495,0.0205552941375239,55,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS355","(Info Hubs, Slopes (All), SMS (All))",4.25488652765942,0.00231751618270295,55,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS355","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.715478565931828,0.36431117137817,55,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS356","(No Seeds, High Slopes, SMS (All))",4.52603511135984,0.0942321824927151,56,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS356","(Trusted Seeds, High Slope, SMS (All))",3.1823191094628,0.0180693989632921,56,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS356","(Info Hubs, Slopes (All), SMS (All))",4.59059551638938,0.00105257032915468,56,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS356","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.220935697762698,0.76644578392055,56,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS357","(No Seeds, High Slopes, SMS (All))",2.15680289691006,0.263680836529473,57,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS357","(Trusted Seeds, High Slope, SMS (All))",3.90248666585313,0.00122971972518279,57,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS357","(Info Hubs, Slopes (All), SMS (All))",3.90869214726749,0.00120392753390864,57,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS357","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.318065301859223,0.753823245010746,57,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS358","(No Seeds, High Slopes, SMS (All))",4.01051100250974,0.0408071778829233,58,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS358","(Trusted Seeds, High Slope, SMS (All))",4.70601302978724,0.0058180777262737,58,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS358","(Info Hubs, Slopes (All), SMS (All))",2.92267260934671,0.0184756341127137,58,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS358","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.478423201197122,0.525261768728713,58,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS359","(No Seeds, High Slopes, SMS (All))",0.994067820578252,0.359117743485202,59,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS359","(Trusted Seeds, High Slope, SMS (All))",2.20249937612901,0.0975180843249398,59,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS359","(Info Hubs, Slopes (All), SMS (All))",5.09553248567504,0.00049018614509405,59,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS359","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.473372896130885,0.554944781274728,59,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS360","(No Seeds, High Slopes, SMS (All))",2.29553021805288,0.121404908557412,60,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS360","(Trusted Seeds, High Slope, SMS (All))",4.14048720370727,0.00795164576239833,60,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS360","(Info Hubs, Slopes (All), SMS (All))",4.26235036734017,0.000427715709679555,60,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS360","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.611520896105232,0.380608544788318,60,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS361","(No Seeds, High Slopes, SMS (All))",1.81720425112013,0.238466891535055,61,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS361","(Trusted Seeds, High Slope, SMS (All))",2.86477218340109,0.0151301917451734,61,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS361","(Info Hubs, Slopes (All), SMS (All))",2.72133895232909,0.0046568454430813,61,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS361","(Trusted Info Hubs, Slopes (All), SMS (All))",0.080133017099075,0.931939538931395,61,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS362","(No Seeds, High Slopes, SMS (All))",2.02539108665684,0.240856905318274,62,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS362","(Trusted Seeds, High Slope, SMS (All))",3.36527295590719,0.0111881814024031,62,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS362","(Info Hubs, Slopes (All), SMS (All))",4.63684119689645,0.00144758377322066,62,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS362","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.379656707348795,0.654675064851501,62,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS363","(No Seeds, High Slopes, SMS (All))",3.09096376952228,0.0545943263511267,63,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS363","(Trusted Seeds, High Slope, SMS (All))",3.71005706570154,0.00897180712957188,63,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS363","(Info Hubs, Slopes (All), SMS (All))",4.49430416265459,0.00268520133718841,63,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS363","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.23661494444642,0.783614267800809,63,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS364","(No Seeds, High Slopes, SMS (All))",3.16173292992356,0.187063925588042,64,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS364","(Trusted Seeds, High Slope, SMS (All))",2.60198450009801,0.0481713303499635,64,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS364","(Info Hubs, Slopes (All), SMS (All))",3.95438784169249,0.0063983147406271,64,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS364","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.529415211257454,0.494828111540801,64,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS365","(No Seeds, High Slopes, SMS (All))",2.42883781316953,0.175917247197666,65,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS365","(Trusted Seeds, High Slope, SMS (All))",3.33749530795589,0.00901135983446605,65,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS365","(Info Hubs, Slopes (All), SMS (All))",4.02467270755777,0.00181784371586349,65,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS365","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.330651048836659,0.662482443798816,65,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS366","(No Seeds, High Slopes, SMS (All))",1.35887826820622,0.254698086876143,66,"1 16 49 64",1
"POOLED_trusted0Xslope3XSMS2ORtrusted0Xslope3XSMS366","(Trusted Seeds, High Slope, SMS (All))",3.13793327066683,0.0470835716532879,66,"1 16 49 64",1
"POOLED_gossip2Xslope2XSMS2ORgossip2Xslope3XSMS2ORgossip2Xslope2XSMS3ORgossip2Xslope3XSMS366","(Info Hubs, Slopes (All), SMS (All))",3.6262107331291,0.00217201154217957,66,"1 16 49 64",1
"POOLED_gossip3Xslope2XSMS2ORgossip3Xslope3XSMS2ORgossip3Xslope2XSMS3ORgossip3Xslope3XSMS366","(Trusted Info Hubs, Slopes (All), SMS (All))",-0.715635532475789,0.298135298709242,66,"1 16 49 64",1
"POOLED_Xslope3XSMS2ORXslope3XSMS367","(No Seeds, High Slopes, SMS (All))",2.49228819082935,0.158149485854106,67,"1 16 49 64",1
